school_id,name,short,old_name,type,proid,pro_name
1852,民办合肥经济技术职业学院,合经院,合肥经济技术职业学院,6001,34,安徽
1855,安徽文达信息工程学院,文达学院,安徽文达信息技术职业学院,6000,34,安徽
1861,福建商学院,"FJBU,FJCC",福建商业高等专科学校,6000,35,福建
1862,厦门医学院,厦医,厦门医学高等专科学校,6000,35,福建
1882,泉州工艺美术职业学院,泉州工艺美院,德化陶瓷职业技术学院,6001,35,福建
1883,三明医学科技职业学院,"三明医学院,三明职院",三明职业技术学院,6001,35,福建
1891,福州工商学院,福工商,福建农林大学东方学院,6000,35,福建
1892,闽南科技学院,"闽南科技学院,闽科",福建师范大学闽南科技学院,6000,35,福建
1902,泉州海洋职业学院,泉州海洋学院,泉州泰山航海职业学院,6001,35,福建
1903,泉州职业技术大学,泉州理工,"泉州理工职业学院,泉州理工学院",6000,35,福建
1909,泉州信息工程学院,泉信院,泉州信息职业技术学院,6000,35,福建
1912,泉州华光职业学院,华光学院,泉州华光摄影艺术职业学院,6001,35,福建
1919,新乡学院,平原大学,"新乡师范高等专科学校,平原大学,新乡教育学院",6000,41,河南
1946,湖北工业职业技术学院,湖北工业职院,十堰职业技术学院,6001,42,湖北
1958,湖北黄冈应急管理职业技术学院,鄂职,鄂东职业技术学院,6001,42,湖北
1967,武昌工学院,武昌工学院,武汉工业学院工商学院,6000,42,湖北
1970,湖北师范大学文理学院,湖师大文理,湖北师范学院文理学院,6000,42,湖北
1973,荆州学院,长大工院,长江大学工程技术学院,6000,42,湖北
1990,长沙师范学院,长沙师范,长沙师范学校,6000,43,湖南
2009,湖南邮电职业技术学院,长沙通信职业技术学院,长沙通信职业技术学院,6001,43,湖南
2010,湘潭医卫职业技术学院,湘潭医卫学院,湘潭职业技术学院,6001,43,湖南
2026,湖南财经工业职业技术学院,湖南财工职院,衡阳财经工业职业技术学院,6001,43,湖南
2038,湖南信息学院,湘信院,湖南信息科学职业学院,6000,43,湖南
2039,湖南应用技术学院,湖应,湖南同德职业学院,6000,43,湖南
2042,湖南软件职业技术大学,湖南软件学院,"湖南软件职业学院,湖南软件职业学院（本科）",6000,43,湖南
2049,广东食品药品职业学院,广药职院,广东化工制药职业技术学院,6001,44,广东
2055,广州商学院,广商,华南师范大学增城学院,6000,44,广东
2056,广州华立学院,广工华立,广东工业大学华立学院,6000,44,广东
2058,广州理工学院,广州理工,"广东职业技术师范学院天河学院,广东技术师范学院天河学院,广东技术师范大学天河学院",6000,44,广东
2059,广州城市理工学院,"华南理工大学广州汽车,华南理工大学广州","华南理工大学广州汽车学院,华南理工大学广州学院",6000,44,广东
2060,广州华商学院,"广财华商,广华商,华商学院","广东商学院华商学院,广东财经大学华商学院",6000,44,广东
2064,广东文理职业学院,湛江现代科技职业学院,湛江现代科技职业学院,6001,44,广东
2068,新疆警察学院,新警院,新疆警官高等专科学校,6000,65,新疆
2079,新疆天山职业技术大学,天山学院,新疆天山职业技术学院,6000,65,新疆
2086,四川铁道职业学院,四川管理职院,四川管理职业学院,6001,51,四川
2098,青岛职业技术学院,青职,青岛市职工大学,6001,37,山东
2100,山东劳动职业技术学院,劳职院,山东劳动技师学院,6001,37,山东
2110,山东畜牧兽医职业学院,山东牧院,山东省泰安畜牧兽医学校,6001,37,山东
2115,青岛港湾职业技术学院,"青岛港湾职院,QHVTC",青岛水运技工学校,6001,37,山东
2122,山东电子职业技术学院,山东电子学院,山东省电子工业学校,6001,37,山东
2128,山东城市建设职业学院,山城建,山东省城市建设学校,6001,37,山东
2132,山东石油化工学院,胜利学院,中国石油大学胜利学院,6000,37,山东
2135,齐鲁医药学院,"鲁医,QLMU",山东万杰医学院,6000,37,山东
2141,青岛恒星科技学院,恒星学院,青岛恒星职业技术学院,6000,37,山东
2144,山东外国语职业技术大学,山外,山东外国语职业学院,6000,37,山东
2146,山东工程职业技术大学,凯文职业学院,"山东凯文科技职业学院,山东凯文科技职业学院（本科）",6000,37,山东
2148,山东外事职业大学,"山东外事 (SVUFA),山东外事",山东外事翻译职业学院,6000,37,山东
2154,山东华宇工学院,华宇学院,山东华宇职业技术学院,6000,37,山东
2165,滇西科技师范学院,滇西学院,临沧师范高等专科学校,6000,53,云南
2181,昆明文理学院,"云师大文理学院,昆明文理",云南师范大学文理学院,6000,53,云南
2184,云南经济管理学院,云南经管院,云南经济管理职业学院,6000,53,云南
2195,黑龙江交通职业技术学院,黑交院,黑龙江粮食职业学院,6001,23,黑龙江
2200,哈尔滨城市职业学院,哈尔滨城市学院,黑龙江北开职业技术学院，哈尔滨江南职业技术学院,6001,23,黑龙江
2209,南通科技职业学院,南通科院,南通农业职业技术学院,6001,32,江苏
2210,江苏电子信息职业学院,淮信院,淮安信息职业技术学院,6001,32,江苏
2212,南京科技职业学院,南京科院,南京化工职业技术学院,6001,32,江苏
2218,盐城工业职业技术学院,盐工院,盐城纺织职业技术学院,6001,32,江苏
2222,无锡太湖学院,"江南大学太湖学院,太湖学院",江南大学太湖学院,6000,32,江苏
2236,西安航空职业技术学院,西航职院,空军西安航空工程学校,6001,61,陕西
2266,贵州警察学院,贵州警院,贵州警官职业学院,6000,52,贵州
2275,贵州黔南科技学院,贵大科院,贵州大学科技学院,6000,52,贵州
2276,贵阳信息科技学院,贵大明德学院,贵州大学明德学院,6000,52,贵州
2280,青海农牧科技职业学院,青牧职院,青海畜牧兽医职业技术学院,6001,63,青海
2286,宁夏警官职业学院,宁夏警院,"宁夏司法警官职业学院,宁夏警官职业学院",6001,64,宁夏
2290,海南政法职业学院,"海政 (HVCPL),海政",海南政法干部学校,6001,46,海南
2297,天津传媒学院,天津传媒,天津体育学院运动与文化艺术学院,6000,12,天津
2306,河北正定师范高等专科学校,"石家庄科工院,SJZKG",石家庄科技工程职业学院,6001,13,河北
2307,沧州幼儿师范高等专科学校,泊头职院,泊头职业学院,6001,13,河北
2325,山西工学院,太原理工现代科技,太原理工大学现代科技学院,6000,14,山西
2326,晋中信息学院,"山农信院,晋中信息",山西农业大学信息学院,6000,14,山西
2328,山西晋中理工学院,"中北信商,晋中理工",中北大学信息商务学院,6000,14,山西
2332,运城职业技术大学,运职院,"运城职业技术学院,运城职业技术大学",6000,14,山西
2334,辽宁建筑职业学院,辽建院,辽宁建筑职业技术学院,6001,21,辽宁
2338,大连科技学院,大连交通大学信息工程学院,大连交通大学信息工程学院,6000,21,辽宁
2343,沈阳城市建设学院,沈阳城建学院,沈阳建筑大学城市建设学院,6000,21,辽宁
2346,辽宁何氏医学院,沈阳医学院何氏视觉科学学院,沈阳医学院何氏视觉科学学院,6000,21,辽宁
2347,锦州医科大学医疗学院,锦医大医疗学院,辽宁医学院医疗学院,6000,21,辽宁
2351,大连东软信息学院,大连东软学院,东北大学东软信息学院,6000,21,辽宁
2353,大连艺术学院,大艺,东北大学大连艺术学院,6000,21,辽宁
2360,兰州工商学院,"陇桥学院,兰财陇桥,兰州工商",兰州财经大学陇桥学院,6000,62,甘肃
2361,兰州信息科技学院,"兰理工技术工程学院,兰州信息科技,兰理技术工程",兰州理工大学技术工程学院,6000,62,甘肃
2367,桂林信息科技学院,信息科技学院,桂林电子科技大学信息科技学院,6000,45,广西
2368,柳州工学院,"广科大鹿山,科大鹿山","广西工学院鹿山学院,广西科技大学鹿山学院",6000,45,广西
2372,广西中医药大学赛恩斯新医药学院,赛恩斯新医药学院,广西中医学院赛恩斯新医药学院,6000,45,广西
2379,浙大城市学院,浙大城市学院,浙江大学城市学院,6000,33,浙江
2380,浙大宁波理工学院,浙大宁理,浙江大学宁波理工学院,6000,33,浙江
2387,浙江农林大学暨阳学院,浙江农林大学天目学院,"浙江农林大学天目学院,浙江林学院天目学院",6000,33,浙江
2391,湖州学院,湖州师院求真,湖州师范学院求真学院,6000,33,浙江
2393,温州理工学院,"瓯江学院,温州理工",温州大学瓯江学院,6000,33,浙江
2397,嘉兴南湖学院,嘉兴学院南湖,嘉兴学院南湖学院,6000,33,浙江
2398,温州商学院,温商院,温州大学城市学院,6000,33,浙江
2401,宁波财经学院,宁财院,宁波大红鹰学院,6000,33,浙江
2407,合肥经济学院,"安徽农业大学经济技术学院,合肥经济",安徽农业大学经济技术学院,6000,34,安徽
2409,马鞍山学院,安工大工商,安徽工业大学工商学院,6000,34,安徽
2411,淮北理工学院,淮师大信院,"淮北煤炭师范学院信息学院,淮北师范大学信息学院",6000,34,安徽
2412,合肥城市学院,"安徽建筑大学城市建设学院,合肥城院,合肥城市","安徽建筑工业学院城市建设学院,安徽建筑大学城市建设学院",6000,34,安徽
2419,民办合肥滨湖职业技术学院,"合肥滨湖学院,滨湖学院",合肥滨湖职业技术学院,6001,34,安徽
2426,江西传媒职业学院,江传,"江西新闻出版职业技术学院,江西传媒职业学院",6001,36,江西
2430,南昌交通学院,"ECJTUIT,交大理工,南昌交通",华东交通大学理工学院,6000,36,江西
2432,赣东学院,东华理工大学长江,东华理工大学长江学院,6000,36,江西
2434,南昌医学院,"江中科院,江西中医科院","江西中医学院科技学院,江西中医药大学科技学院",6000,36,江西
2436,赣南师范大学科技学院,赣师大科院,赣南师范学院科技学院,6000,36,江西
2437,景德镇艺术职业大学,陶大科院,"景德镇陶瓷学院科技艺术学院,景德镇陶瓷大学科技艺术学院",6000,36,江西
2438,南昌应用技术师范学院,"科师理工,南昌应用技术师范","江西科技师范学院理工学院,江西科技师范大学理工学院",6000,36,江西
2449,新乡工程学院,新科学院,河南科技学院新科学院,6000,41,河南
2455,河南科技职业大学,河科职大,周口科技职业学院,6000,41,河南
2459,武汉文理学院,武文理,江汉大学文理学院,6000,42,湖北
2460,湖北工程学院新技术学院,湖工新院,孝感学院新技术学院,6000,42,湖北
2461,湖北恩施学院,湖北民族科技,"湖北民族学院科技学院,湖北民族大学科技学院",6000,42,湖北
2462,武汉传媒学院,武传,华中师范大学武汉传媒学院,6000,42,湖北
2481,广州番禺职业技术学院,番职院,"番禺理工学院,番禺职业技术学院",6001,44,广东
2484,湛江科技学院,"海大寸金,广海寸金,湛江科院",广东海洋大学寸金学院,6000,44,广东
2487,新疆理工学院,新大科院,新疆大学科学技术学院,6000,65,新疆
2491,成都大学,CDU,成都学院,6000,51,四川
2494,四川传媒学院,"川传,四川传媒大学",成都理工大学广播影视学院,6000,51,四川
2495,成都银杏酒店管理学院,银杏学院,"成都信息工程学院银杏酒店管理学院,成都信息工程大学银杏酒店管理学院",6000,51,四川
2496,成都文理学院,四川师范大学文理学院,四川师范大学文理学院,6000,51,四川
2497,四川外国语大学成都学院,川外成都学院,四川外语大学成都学院,6000,51,四川
2498,成都锦城学院,"川大锦城,锦城学院",四川大学锦城学院,6000,51,四川
2513,泰山科技学院,泰山科技,山东科技大学泰山科技学院,6000,37,山东
2514,青岛工学院,青工院,中国海洋大学青岛学院,6000,37,山东
2517,齐鲁理工学院,齐鲁理工,曲阜师范大学杏坛学院,6000,37,山东
2518,潍坊理工学院,历山学院,山东师范大学历山学院,6000,37,山东
2524,丽江文化旅游学院,"云大旅院,丽江文旅学院",云南大学旅游文化学院,6000,53,云南
2530,哈尔滨远东理工学院,哈尔滨理工大学远东学院,哈尔滨理工大学远东学院,6000,23,黑龙江
2531,哈尔滨华德学院,"哈尔滨工业大学华德应用技术学院,华德学院",哈尔滨工业大学华德应用技术学院,6000,23,黑龙江
2532,黑龙江工商学院,黑工商,东北农业大学成栋学院,6000,23,黑龙江
2533,哈尔滨剑桥学院,黑龙江大学剑桥学院,黑龙江大学剑桥学院,6000,23,黑龙江
2534,哈尔滨广厦学院,哈尔滨商业大学广厦学院,哈尔滨商业大学广厦学院,6000,23,黑龙江
2535,哈尔滨石油学院,哈石油,大庆石油学院华瑞学院,6000,23,黑龙江
2537,黑龙江财经学院,黑财经,哈尔滨德强商务学院,6000,23,黑龙江
2538,扬州市职业大学,"扬州职大,扬州职业大学","扬州市广播电视大学,扬州市职业大学（扬州市广播电视大学）",6001,32,江苏
2543,南京传媒学院,传媒大学南广学院,中国传媒大学南广学院,6000,32,江苏
2548,苏州城市学院,"苏大文正学院,苏州城市",苏州大学文正学院,6000,32,江苏
2550,苏州科技大学天平学院,苏州科大天平学院,苏州科技学院天平学院,6000,32,江苏
2552,江苏师范大学科文学院,徐州师范大学科文学院,徐州师范大学科文学院,6000,32,江苏
2554,江苏科技大学苏州理工学院,苏理工,江苏科技大学南徐学院,6000,32,江苏
2561,西安工商学院,北信,西安工业大学北方信息工程学院,6000,61,陕西
2562,西安明德理工学院,西工大明德学院,西北工业大学明德学院,6000,61,陕西
2569,贵州职业技术学院,贵州职院,贵州广播电视大学（贵州职业技术学院）,6001,52,贵州
2571,遵义医科大学医学与科技学院,遵医科院,"遵义医学院科技学院,遵义医学院医学与科技学院",6000,52,贵州
2572,贵州中医药大学时珍学院,时珍学院,贵阳中医学院时珍学院,6000,52,贵州
2573,贵州黔南经济学院,贵财大商务学院,"贵州财经学院商务学院,贵州财经大学商务学院",6000,52,贵州
2574,贵阳人文科技学院,贵州民大人文科技学院,"贵州民族学院人文科技学院,贵州民族大学人文科技学院",6000,52,贵州
2575,贵州医科大学神奇民族医药学院,贵州医大神奇民族医学院,贵阳医学院神奇民族医药学院,6000,52,贵州
2609,山东女子学院,中华女子学院山东分院,中华女子学院山东分院,6000,37,山东
2615,银川科技学院,中矿大银川学院,中国矿业大学银川学院,6000,64,宁夏
2620,空军勤务学院,空军后勤学院,"解放军空军勤务学院,中国人民解放军空军勤务学院",6000,32,江苏
2621,中国人民解放军海军大连舰艇学院,解放军海军大连舰艇学院,"解放军海军大连舰艇学院,中国人民解放军海军大连舰艇学院",6000,21,辽宁
2622,海军工程大学,海工大,"解放军海军工程大学,中国人民解放军海军工程大学,中国人民解放军海军工程大学",6000,42,湖北
2623,空军航空大学,空军航空大学,"解放军空军航空大学,中国人民解放军空军航空大学,中国人民解放军空军航空大学",6000,22,吉林
2631,新疆政法学院,新疆政法.兵团警官，新疆政法大学,"石河子大学科技学院,新疆兵团警官高等专科学校",6000,65,新疆
2638,河南医学高等专科学校,河南医专,河南职工医学院,6001,41,河南
2641,北京艺术传媒职业学院,北艺传媒,北京新圆明职业学院,6001,11,北京
2668,安徽汽车职业技术学院,安汽职院,合肥工业大学高等职业技术学院JAC校区,6001,34,安徽
2669,青岛远洋船员职业学院,青岛远洋船员学院,青岛海运学校,6001,37,山东
2671,河南应用技术职业学院,河应院,"河南化工职业学院,河南应用技术职业学院",6001,41,河南
2815,陕西学前师范学院,陕西教育学院,陕西教育学院,6000,61,陕西
2817,济南护理职业学院,济南卫校,山东省济南卫生学校,6001,37,山东
2835,广东科技学院,广东科技大学,东莞南博职业技术学院,6000,44,广东
2836,郑州升达经贸管理学院,升达大学,郑州大学升达经贸管理学院,6000,41,河南
2838,福州外语外贸学院,福州外语外贸职业技术学院,福州外语外贸职业技术学院,6000,35,福建
2842,商丘学院,河南农业大学华豫学院,河南农业大学华豫学院,6000,41,河南
2844,青岛电影学院,北创学院,北京电影学院现代创意媒体学院,6000,37,山东
2847,华北理工大学冀唐学院,冀唐学院,河北联合大学冀唐学院,6000,13,河北
2862,山西传媒学院,山传,广播电影电视管理干部学院,6000,14,山西
2885,赣州师范高等专科学校,"赣师专,赣州师专",赣南教育学院,6001,36,江西
2889,南昌师范学院,南昌师院,南昌师范专科学校,6000,36,江西
2891,江西医学高等专科学校,JXMC,江西医学院上饶分院,6001,36,江西
2905,宁波幼儿师范高等专科学校,宁波幼师高专,宁波教育学院,6001,33,浙江
2917,四川电影电视学院,川影,"四川电影电视职业学院,四川电影电视学院",6000,51,四川
2921,安徽卫生健康职业学院,安徽卫职院,"安徽人口职业学院,安徽卫生健康职业学院",6001,34,安徽
2966,山东财经大学燕山学院,山东财大燕山学院,山东经济学院燕山学院,6000,37,山东
2971,陆军炮兵防空兵学院,陆军炮兵防空兵学院,",解放军南京炮兵学院",6000,34,安徽
2973,中国人民解放军陆军步兵学院,陆军步兵学院,解放军南昌陆军学院,6000,36,江西
2978,海军潜艇学院,海军潜艇学院,"解放军海军潜艇学院,中国人民解放军海军潜艇学院,中国人民解放军海军潜艇学院",6000,37,山东
2983,空军指挥学院,空军指挥学院,解放军空军指挥学院,6000,11,北京
2992,中国人民解放军陆军边海防学院,陆军边海防学院,"解放军边防学院,中国人民解放军陆军边海防学院",6000,61,陕西
3004,山东管理学院,山东管院,山东省工会管理干部学院,6000,37,山东
3048,崇左幼儿师范高等专科学校,南宁教育学院,南宁地区教育学院,6001,45,广西
3055,河北中医药大学,河北中医,河北中医学院,6000,13,河北
3062,重庆幼儿师范高等专科学校,重庆幼专,重庆市三峡师范学校,6001,50,重庆
3073,河南牧业经济学院,河南牧院,"郑州牧业工程高等专科学校,河南商业高等专科学校",6000,41,河南
3075,重庆科技职业学院,重庆科职,重庆服装工程职业学院,6001,50,重庆
3083,哈尔滨传媒职业学院,哈传媒,哈尔滨现代公共关系职业学院,6001,23,黑龙江
3088,云南旅游职业学院,云南旅院,云南省教育厅,6001,53,云南
3105,辽宁轻工职业学院,辽宁轻工,大连工业大学职业技术学院,6001,21,辽宁
3118,广西职业师范学院,广西经干院,广西经济管理干部学院,6000,45,广西
3143,南京城市职业学院,南京城市职院,"南京广播电视大学,南京城市职业学院（南京开放大学）",6001,32,江苏
3145,中国科学院大学,"国科大,UCAS",中国科学院研究生院,6000,11,北京
3213,广州卫生职业技术学院,广州卫职院,广州医科大学卫生职业技术学院,6001,44,广东
3239,广东茂名幼儿师范专科学校,"茂名幼专,茂名幼高专,茂名幼师,茂名幼师专科",广东石油化工学院高州师范学院,6001,44,广东
3255,哈尔滨工业大学（深圳）,"哈工大（深圳）,哈工大深圳校区,哈工大深圳,哈工深,哈尔滨工业大学深圳,深圳哈尔滨工业大学",哈尔滨工业大学深圳研究生院,6000,44,广东
3266,浙江音乐学院,浙音,杭州师范大学音乐学院,6000,33,浙江
3270,哈尔滨音乐学院,哈音,哈尔滨师范大学音乐学院,6000,23,黑龙江
3271,鄂尔多斯应用技术学院,鄂应院,内蒙古医科大学鄂尔多斯学院,6000,15,内蒙古
3276,运城师范高等专科学校,sxycsf,运城学院师范分院,6001,14,山西
3281,深圳技术大学,SZTU,深圳技术大学（筹）,6000,44,广东
3374,湖北幼儿师范高等专科学校,湖北幼专,湖北幼儿师范高等专科学校（湖北省幼儿教师培训中心）,6001,42,湖北
3602,烟台科技学院,济大泉院,济南大学泉城学院,6000,37,山东
